Obs#,Time,Date,configName,configAuthor,remark,Pot,Row,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,,,,,,,,,,,,,,,,,
6,15:07:27,8/16/2023,Zach TIP2023,Zach Peagler,,6,1,0.01715,2.583566,0.017037,0.229662,2.444761,2.436963,3.71892,1.274159,24.967859,25.047752,38.102123,0.441786,PSF-01133_20230816150727,0,0,0,112.931374,410.467377,0.724871,0.5,0.8,109.945572,74.23,74,25.59,27.65,97.6,123.8,123,0.6,379,4.022,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
7,15:07:36,8/16/2023,Zach TIP2023,Zach Peagler,,7,1,0.011755,2.682582,0.011703,0.128426,2.45448,2.450394,3.49283,1.03835,25.107269,25.149139,35.788296,0.441786,PSF-01133_20230816150736,0,0,0,110.643265,401.419037,0.72437,0.5,0.8,108.141602,74.33,74.2,25.64,26.58,97.6,132.1,131.3,0.6,373,4.047,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
8,15:07:51,8/16/2023,Zach TIP2023,Zach Peagler,,8,1,-0.106645,2.519417,-0.111359,-1.774237,2.411805,2.4746,3.916422,1.504618,25.354317,24.710924,40.126968,0.441786,PSF-01133_20230816150751,0,0,0,105.751991,405.674469,0.739318,0.5,0.8,102.272697,72.74,74.63,25.7,28.54,97.6,118.8,96.9,18.4,346,4.047,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
9,15:08:01,8/16/2023,Zach TIP2023,Zach Peagler,,1,2,-0.034999,2.417397,-0.035513,-0.509466,2.454488,2.473719,3.809721,1.355232,25.345154,25.148123,39.033524,0.441786,PSF-01133_20230816150801,0,0,0,120.232346,406.797058,0.704441,0.5,0.8,98.610237,73.8,74.38,25.76,28.07,97.6,111.4,110.7,0.6,350,4.045,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
10,15:08:10,8/16/2023,Zach TIP2023,Zach Peagler,,2,2,-0.069424,2.407188,-0.071486,-0.827154,2.436664,2.468096,3.531534,1.09487,25.286123,24.964096,36.181248,0.441786,PSF-01133_20230816150810,0,0,0,118.375183,422.914978,0.720097,0.5,0.8,66.482628,73.08,74.02,25.8,26.77,97.61,110.6,108,2.4,231,4.046,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
11,15:08:18,8/16/2023,Zach TIP2023,Zach Peagler,,3,2,0.03606,2.414771,0.03553,0.418228,2.485979,2.470171,3.599082,1.113102,25.308161,25.470121,36.87442,0.441786,PSF-01133_20230816150818,0,0,0,151.127457,476.080292,0.682559,0.5,0.8,126.124229,74.38,73.91,25.84,27.09,97.6,111.2,108.1,2.7,462,4.046,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
12,15:08:30,8/16/2023,Zach TIP2023,Zach Peagler,,4,2,-0.107138,2.400781,-0.112142,-1.247901,2.430795,2.478411,3.484032,1.053237,25.391996,24.90416,35.694855,0.441786,PSF-01133_20230816150830,0,0,0,116.694687,428.461792,0.727643,0.5,0.8,90.219879,72.5,73.92,25.89,26.54,97.61,110.2,103,6.6,310,4.045,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
13,15:08:37,8/16/2023,Zach TIP2023,Zach Peagler,,5,2,0.008469,2.420785,0.00844,0.110333,2.48451,2.480355,3.719997,1.235488,25.411716,25.454281,38.112091,0.441786,PSF-01133_20230816150837,0,0,0,136.956451,380.396606,0.639964,0.5,0.8,117.547928,73.96,73.84,25.92,27.66,97.61,111.6,109.5,1.8,459,4.045,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
14,15:08:46,8/16/2023,Zach TIP2023,Zach Peagler,,6,2,-0.119115,2.427603,-0.125262,-1.551816,2.431606,2.48982,3.60341,1.171803,25.509212,24.912786,36.918385,0.441786,PSF-01133_20230816150846,0,0,0,124.783875,414.697418,0.699097,0.5,0.8,106.777115,72.21,73.94,25.97,27.12,97.6,112.1,109.7,2.2,382,4.045,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
15,15:08:52,8/16/2023,Zach TIP2023,Zach Peagler,,7,2,-0.090443,2.390502,-0.093999,-1.440788,2.432884,2.48822,3.880647,1.447763,25.491182,24.924278,39.756241,0.441786,PSF-01133_20230816150852,0,0,0,155.486938,390.026093,0.601342,0.5,0.8,115.556381,72.11,73.75,26,28.38,97.61,109.5,108.1,1.3,480,4.046,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
16,15:09:00,8/16/2023,Zach TIP2023,Zach Peagler,,8,2,-0.017751,2.342622,-0.017887,-0.258791,2.470751,2.480992,3.837437,1.366686,25.41642,25.311506,39.312462,0.441786,PSF-01133_20230816150900,0,0,0,136.791229,375.310059,0.635525,0.5,0.8,127.294296,73.07,73.38,26.03,28.19,97.61,106.2,104.5,1.6,501,4.044,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
17,15:09:13,8/16/2023,Zach TIP2023,Zach Peagler,,1,3,-0.048708,2.465471,-0.04969,-0.50031,2.481524,2.499839,3.434541,0.953016,25.610544,25.422915,35.186451,0.441786,PSF-01133_20230816150913,0,0,0,125.845314,488.424896,0.742345,0.5,0.8,72.283737,73.13,73.67,26.1,26.3,97.61,114.8,113.7,1,243,4.044,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
18,15:09:24,8/16/2023,Zach TIP2023,Zach Peagler,,2,3,-0.191684,2.390669,-0.208393,-2.112061,2.426771,2.507885,3.386596,0.959825,25.69265,24.861656,34.69482,0.441786,PSF-01133_20230816150924,0,0,0,109.095093,423.975708,0.742685,0.5,0.8,52.212944,71.32,73.7,26.14,26.06,97.61,109.5,108.8,0.6,176,4.044,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
19,15:09:34,8/16/2023,Zach TIP2023,Zach Peagler,,3,3,-0.196045,2.423485,-0.2133,-2.001567,2.437507,2.512784,3.32636,0.888853,25.744745,24.973501,34.08025,0.441786,PSF-01133_20230816150934,0,0,0,120.643616,415.552124,0.709679,0.5,0.8,68.660126,71.45,73.66,26.18,25.76,97.6,111.8,110,1.6,242,4.043,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
20,15:09:43,8/16/2023,Zach TIP2023,Zach Peagler,,4,3,-0.081345,2.498124,-0.084083,-0.908473,2.484111,2.51668,3.506274,1.022163,25.785326,25.451633,35.924484,0.441786,PSF-01133_20230816150943,0,0,0,118.489265,436.559906,0.728584,0.5,0.8,79.375717,72.66,73.61,26.22,26.65,97.6,117.2,115.5,1.5,272,4.043,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
21,15:09:52,8/16/2023,Zach TIP2023,Zach Peagler,,5,3,-0.150785,2.470937,-0.160585,-1.39975,2.463232,2.514299,3.288907,0.825675,25.761131,25.237907,33.697643,0.441786,PSF-01133_20230816150952,0,0,0,108.747841,443.269012,0.754669,0.5,0.8,34.349442,71.9,73.39,26.26,25.57,97.6,115.2,113.9,1.1,114,4.043,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
22,15:10:00,8/16/2023,Zach TIP2023,Zach Peagler,,6,3,-0.246094,2.489033,-0.273096,-2.44019,2.423767,2.511813,3.270441,0.846674,25.73493,24.832848,33.507496,0.441786,PSF-01133_20230816151000,0,0,0,123.896957,486.263031,0.745206,0.5,0.8,87.656616,70.62,73.18,26.29,25.47,97.6,116.5,115.2,1.2,294,4.042,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
23,15:10:07,8/16/2023,Zach TIP2023,Zach Peagler,,7,3,-0.168945,2.467981,-0.18136,-2.129291,2.436561,2.514417,3.547405,1.110844,25.760685,24.963037,36.343853,0.441786,PSF-01133_20230816151007,0,0,0,125.478386,425.009247,0.704763,0.5,0.8,110.852341,70.87,73.14,26.32,26.85,97.61,115,113.8,1,393,4.017,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
24,15:10:29,8/16/2023,Zach TIP2023,Zach Peagler,,8,3,-0.149398,2.411469,-0.159265,-1.620748,2.449677,2.51109,3.413123,0.963447,25.726929,25.097733,34.968555,0.441786,PSF-01133_20230816151029,0,0,0,126.808762,451.660034,0.719238,0.5,0.8,78.079865,70.89,72.67,26.4,26.19,97.61,110.9,107.6,3,271,4.042,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
25,15:11:06,8/16/2023,Zach TIP2023,Zach Peagler,,1,4,0.154365,2.379516,0.144961,1.545142,2.645052,2.585429,3.651897,1.006846,26.487879,27.098717,37.413914,0.441786,PSF-01133_20230816151106,0,0,0,148.205276,419.923431,0.647066,0.5,0.8,147.423492,75.82,74.12,26.56,27.34,97.61,108.7,105.8,2.7,570,4.038,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
26,15:12:19,8/16/2023,Zach TIP2023,Zach Peagler,,2,4,-0.057413,2.380327,-0.058832,-0.589212,2.610513,2.633248,3.557319,0.946806,26.974337,26.74144,36.440285,0.441786,PSF-01133_20230816151219,0,0,0,121.036293,409.630524,0.704523,0.5,0.8,101.543808,73.12,73.76,26.96,26.9,97.62,108.8,107.5,1.2,360,4.038,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
27,15:12:27,8/16/2023,Zach TIP2023,Zach Peagler,,3,4,-0.362577,2.565037,-0.422266,-5.471593,2.404851,2.592966,3.630596,1.225745,26.563536,24.636396,37.193497,0.441786,PSF-01133_20230816151227,0,0,0,125.647545,371.366516,0.661662,0.5,0.8,121.877823,67.16,72.42,27.01,27.24,97.61,122.3,117.9,3.7,460,4.037,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
28,15:12:38,8/16/2023,Zach TIP2023,Zach Peagler,,4,4,-0.079029,2.391891,-0.081729,-0.842776,2.580029,2.612321,3.555001,0.974972,26.760925,26.430122,36.417854,0.441786,PSF-01133_20230816151238,0,0,0,106.320618,397.344238,0.732422,0.5,0.8,56.493523,71.8,72.69,27.07,26.88,97.62,109.6,108.4,1,193,4.037,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
29,15:12:47,8/16/2023,Zach TIP2023,Zach Peagler,,5,4,-0.188158,2.529747,-0.203277,-2.561814,2.497978,2.587978,3.689109,1.191131,26.513857,25.59181,37.79496,0.441786,PSF-01133_20230816151247,0,0,0,128.353714,411.736603,0.688263,0.5,0.8,199.186142,69.31,71.81,27.12,27.52,97.61,119.6,118.5,0.9,724,4.01,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
30,15:12:54,8/16/2023,Zach TIP2023,Zach Peagler,,6,4,-0.139221,2.488773,-0.14747,-1.670232,2.538594,2.5988,3.609299,1.070706,26.624321,26.007517,36.976738,0.441786,PSF-01133_20230816151254,0,0,0,121.816635,406.120056,0.700048,0.5,0.8,109.583618,70.27,71.94,27.16,27.14,97.61,116.5,116,0.4,391,4.01,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
31,15:13:03,8/16/2023,Zach TIP2023,Zach Peagler,,7,4,-0.330057,2.511745,-0.379989,-5.1364,2.386801,2.569552,3.665313,1.278512,26.324682,24.452423,37.550591,0.441786,PSF-01133_20230816151303,0,0,0,133.952026,360.571869,0.628501,0.5,0.8,208.791656,65.88,70.93,27.21,27.41,97.61,118.2,117.1,0.9,831,4.036,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
32,15:13:11,8/16/2023,Zach TIP2023,Zach Peagler,,8,4,-0.135027,2.470604,-0.142833,-1.966774,2.507056,2.578801,3.807684,1.300628,26.418627,25.68363,39.007957,0.441786,PSF-01133_20230816151311,0,0,0,165.213348,388.272278,0.574491,0.5,0.8,171.349594,69.02,71,27.25,28.06,97.61,115.2,113.9,1.1,746,4.036,15:06:31,8/16/2023,-1.74,,,,,,,,,,,,,,,,,
1,14:06:19,8/23/2023,Zach TIP2023,Zach Peagler,,1,1,0.413885,2.666003,0.358265,4.032751,3.213273,3.084065,4.273935,1.060662,31.479124,32.797951,43.624157,0.441786,PSF-01133_20230823140619,0,0,0,125.972984,462.924255,0.727876,0.5,0.8,83.558174,78.27,75.12,29.36,30.06,97.97,130.7,129.2,1.1,287,4.032,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
2,14:06:29,8/23/2023,Zach TIP2023,Zach Peagler,,2,1,0.253332,2.609064,0.230911,2.801356,3.188876,3.095691,4.331773,1.142896,31.599161,32.55035,44.216427,0.441786,PSF-01133_20230823140629,0,0,0,139.078262,472.040894,0.705368,0.5,0.8,64.865471,77.45,75.19,29.41,30.29,97.97,125.9,123.7,1.8,230,4.032,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
3,14:06:37,8/23/2023,Zach TIP2023,Zach Peagler,,3,1,0.23575,2.57017,0.215942,2.544749,3.189766,3.10296,4.300134,1.110368,31.673033,32.559101,43.893028,0.441786,PSF-01133_20230823140637,0,0,0,112.758995,425.371155,0.734916,0.5,0.8,96.024826,77.3,75.2,29.44,30.16,97.97,122.7,121.1,1.3,327,4.011,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
4,14:06:52,8/23/2023,Zach TIP2023,Zach Peagler,,4,1,0.021651,2.431971,0.02146,0.370469,3.144789,3.13098,4.767787,1.622998,31.958803,32.099751,48.666157,0.441786,PSF-01133_20230823140652,0,0,0,130.539536,503.024353,0.740491,0.5,0.8,72.103561,75.93,75.59,29.51,31.97,97.97,112.4,107.6,4.2,243,4.031,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
5,14:07:15,8/23/2023,Zach TIP2023,Zach Peagler,,5,1,0.072629,2.367272,0.070467,0.833425,3.208746,3.176403,4.323014,1.114267,32.419556,32.749664,44.122295,0.441786,PSF-01133_20230823140715,0,0,0,114.612221,450.819244,0.745769,0.5,0.8,26.494251,76.99,76.21,29.62,30.25,97.98,107.9,107.2,0.6,89,4.03,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
6,14:07:29,8/23/2023,Zach TIP2023,Zach Peagler,,6,1,-0.015571,2.363755,-0.015674,-0.172852,3.174037,3.180762,4.213789,1.039752,32.463791,32.395149,43.007172,0.441786,PSF-01133_20230823140729,0,0,0,133.189209,504.59433,0.736047,0.5,0.8,89.230301,75.87,76.03,29.68,29.81,97.98,107.6,105.8,1.7,303,4.03,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
7,14:07:36,8/23/2023,Zach TIP2023,Zach Peagler,,7,1,-0.067024,2.408778,-0.068942,-0.826863,3.156984,3.188261,4.287552,1.130568,32.537678,32.218479,43.756451,0.441786,PSF-01133_20230823140736,0,0,0,28.021574,421.207306,0.933473,0.5,0.8,134.513184,75.33,76.07,29.71,30.11,97.99,110.8,114.2,-3.1,360,4.03,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
8,14:07:51,8/23/2023,Zach TIP2023,Zach Peagler,,8,1,0.01047,2.403802,0.010424,0.189264,3.23135,3.224174,4.936357,1.705006,32.902588,32.975822,50.375355,0.441786,PSF-01133_20230823140751,0,0,0,114.586472,387.868164,0.704574,0.5,0.8,80.416153,76.77,76.6,29.79,32.59,97.99,110.4,109,1.3,285,4.029,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
9,14:08:19,8/23/2023,Zach TIP2023,Zach Peagler,,1,2,0.012449,2.425467,0.012385,0.180543,3.250019,3.243268,4.6209,1.370881,33.101498,33.170395,47.161903,0.441786,PSF-01133_20230823140819,0,0,0,112.226845,405.278198,0.723087,0.5,0.8,72.161217,76.57,76.41,29.94,31.42,97.98,111.9,110.6,1.2,249,4.028,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
10,14:08:29,8/23/2023,Zach TIP2023,Zach Peagler,,2,2,-0.031509,2.220429,-0.031962,-0.386724,3.219893,3.236367,4.359663,1.13977,33.027351,32.859241,44.490673,0.441786,PSF-01133_20230823140829,0,0,0,108.035088,435.675507,0.752029,0.5,0.8,43.681084,75.61,76,29.99,30.4,97.99,98.3,95.4,2.9,145,4.028,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
11,14:08:40,8/23/2023,Zach TIP2023,Zach Peagler,,3,2,0.025474,2.212264,0.025184,0.263988,3.23162,3.220319,4.219707,0.988086,32.865002,32.980347,43.06427,0.441786,PSF-01133_20230823140840,0,0,0,115.611794,437.031281,0.735461,0.5,0.8,42.244904,75.66,75.39,30.05,29.83,97.99,97.8,99.4,-1.7,144,4.028,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
12,14:08:53,8/23/2023,Zach TIP2023,Zach Peagler,,4,2,-0.057098,2.217762,-0.058607,-0.670837,3.204687,3.233313,4.28336,1.078673,32.999554,32.707394,43.71645,0.441786,PSF-01133_20230823140853,0,0,0,103.119133,436.701172,0.763868,0.5,0.8,44.888863,74.76,75.43,30.11,30.09,97.98,98.1,97.3,0.9,147,4.028,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
13,14:09:04,8/23/2023,Zach TIP2023,Zach Peagler,,5,2,-0.061501,2.537089,-0.063029,-0.770908,3.201873,3.228734,4.354053,1.15218,32.953079,32.678925,44.438297,0.441786,PSF-01133_20230823140904,0,0,0,116.500137,428.966766,0.728417,0.5,0.8,90.074516,74.49,75.12,30.15,30.38,97.98,120.2,118.7,1.2,309,4.026,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
14,14:09:12,8/23/2023,Zach TIP2023,Zach Peagler,,6,2,0.048193,2.401756,0.047245,0.558778,3.263656,3.242449,4.377361,1.113705,33.091114,33.307537,44.673557,0.441786,PSF-01133_20230823140912,0,0,0,130.454773,445.652954,0.707273,0.5,0.8,95.88253,75.77,75.27,30.19,30.47,97.99,110.3,109.5,0.7,339,4.027,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
15,14:09:22,8/23/2023,Zach TIP2023,Zach Peagler,,7,2,0.030759,2.348711,0.030361,0.376886,3.263155,3.248364,4.431689,1.168534,33.15266,33.303616,45.229622,0.441786,PSF-01133_20230823140922,0,0,0,139.842148,453.230011,0.691454,0.5,0.8,101.739372,75.54,75.2,30.24,30.69,97.98,106.6,105.9,0.7,368,4.027,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
16,14:09:32,8/23/2023,Zach TIP2023,Zach Peagler,,8,2,-0.098563,2.131561,-0.103342,-1.339245,3.172564,3.232986,4.393393,1.220829,32.99395,32.377319,44.836372,0.441786,PSF-01133_20230823140932,0,0,0,109.730957,426.51416,0.742726,0.5,0.8,111.696609,73.25,74.65,30.29,30.54,97.99,92.8,91.9,1,376,4.026,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
17,14:09:52,8/23/2023,Zach TIP2023,Zach Peagler,,1,3,0.003861,2.139305,0.003854,0.040495,3.287511,3.285695,4.277323,0.989813,33.532379,33.550907,43.652504,0.441786,PSF-01133_20230823140952,0,0,0,109.496353,452.466125,0.758001,0.5,0.8,48.140663,75.5,75.46,30.38,30.07,97.99,93.3,90.6,2.9,159,4.025,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
18,14:10:11,8/23/2023,Zach TIP2023,Zach Peagler,,2,3,0.02181,2.320593,0.021607,0.286174,3.330184,3.31876,4.575457,1.245273,33.87389,33.990486,46.700726,0.441786,PSF-01133_20230823141011,0,0,0,114.597916,424.091583,0.72978,0.5,0.8,45.769115,76.1,75.84,30.47,31.25,97.97,104.7,103.5,1.1,157,4.025,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
19,14:10:28,8/23/2023,Zach TIP2023,Zach Peagler,,3,3,0.007611,2.519028,0.007588,0.072654,3.341537,3.33898,4.243241,0.901704,34.08157,34.10767,43.31152,0.441786,PSF-01133_20230823141028,0,0,0,141.399261,458.473206,0.691587,0.5,0.8,67.389862,76.04,75.98,30.54,29.93,97.97,118.8,117.1,1.4,244,4.023,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
20,14:10:40,8/23/2023,Zach TIP2023,Zach Peagler,,4,3,0.04089,2.412728,0.040209,0.423814,3.343274,3.327317,4.335484,0.99221,33.961391,34.124271,44.251598,0.441786,PSF-01133_20230823141040,0,0,0,129.555695,448.224304,0.710958,0.5,0.8,78.054642,75.83,75.47,30.6,30.3,97.97,111,110,1,274,4.024,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
21,14:10:58,8/23/2023,Zach TIP2023,Zach Peagler,,5,3,-0.052919,2.142807,-0.054259,-0.539056,3.312563,3.336669,4.248357,0.935793,34.056763,33.810722,43.362198,0.441786,PSF-01133_20230823141058,0,0,0,117.765785,457.701447,0.742702,0.5,0.8,85.632538,74.79,75.34,30.68,29.95,97.97,93.5,92.2,1.5,288,4.022,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
22,14:11:08,8/23/2023,Zach TIP2023,Zach Peagler,,6,3,0.002312,2.163314,0.002309,0.031842,3.343109,3.341704,4.638985,1.295877,34.110332,34.124672,47.352287,0.441786,PSF-01133_20230823141108,0,0,0,119.785667,389.425293,0.692404,0.5,0.8,92.319199,75.27,75.24,30.73,31.49,97.97,94.8,92.8,2,333,4.023,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
23,14:11:19,8/23/2023,Zach TIP2023,Zach Peagler,,7,3,-0.369164,2.397815,-0.436343,-4.375361,3.1534,3.320033,4.099416,0.946016,33.88826,32.187405,41.843586,0.441786,PSF-01133_20230823141119,0,0,0,56.443333,383.273712,0.852734,0.5,0.8,131.794907,70.81,74.55,30.77,29.33,97.97,110,108.5,1.3,386,4.022,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
24,14:11:37,8/23/2023,Zach TIP2023,Zach Peagler,,8,3,0.047964,2.173875,0.046928,0.549305,3.348251,3.324183,4.449353,1.101102,33.931145,34.176811,45.416157,0.441786,PSF-01133_20230823141137,0,0,0,118.471741,397.320282,0.701823,0.5,0.8,91.645584,74.87,74.33,30.85,30.76,97.97,95.4,93.5,2,326,3.996,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
25,14:11:49,8/23/2023,Zach TIP2023,Zach Peagler,,9,3,-0.153092,2.328143,-0.163867,-5.964782,3.082155,3.319733,6.474332,3.392177,33.885376,31.460356,66.085182,0.441786,PSF-01133_20230823141149,0,0,0,0.985622,0.989914,0.004335,0.5,0.8,0.579038,68.72,74.02,30.9,37.49,97.97,105.2,-21.5,120.4,334,4.021,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
26,14:12:12,8/23/2023,Zach TIP2023,Zach Peagler,,1,4,0.017791,2.231985,0.01765,0.189586,3.33323,3.325226,4.344185,1.010954,33.945255,34.026966,44.347198,0.441786,PSF-01133_20230823141212,0,0,0,119.337914,485.529541,0.754211,0.5,0.8,86.624489,73.9,73.72,31,30.34,97.96,99,98.3,0.7,287,4.02,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
27,14:12:29,8/23/2023,Zach TIP2023,Zach Peagler,,2,4,-0.079866,2.465662,-0.08254,-0.787236,3.275904,3.304585,4.174723,0.898819,33.732559,33.439789,42.614758,0.441786,PSF-01133_20230823141229,0,0,0,110.181931,455.032104,0.757859,0.5,0.8,75.653542,72.34,72.97,31.07,29.65,97.96,114.8,113.2,1.4,250,4.02,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
28,14:12:38,8/23/2023,Zach TIP2023,Zach Peagler,,3,4,-0.217837,2.308802,-0.240531,-2.16961,3.212935,3.30029,4.063756,0.850821,33.688972,32.797268,41.482353,0.441786,PSF-01133_20230823141238,0,0,0,104.191299,421.856049,0.753017,0.5,0.8,58.108501,70.81,72.73,31.1,29.18,97.96,104,102.5,1.4,193,4.018,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
29,14:12:47,8/23/2023,Zach TIP2023,Zach Peagler,,4,4,-0.266376,2.203686,-0.303002,-3.039193,3.181126,3.311997,4.127094,0.945968,33.807789,32.471897,42.128036,0.441786,PSF-01133_20230823141247,0,0,0,105.810997,437.734375,0.758276,0.5,0.8,81.457771,69.97,72.84,31.14,29.45,97.97,97.2,94.7,2.7,269,4.018,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
30,14:13:03,8/23/2023,Zach TIP2023,Zach Peagler,,5,4,-0.173328,2.369111,-0.18701,-2.708813,3.210051,3.315033,4.572656,1.362606,33.839813,32.768158,46.677616,0.441786,PSF-01133_20230823141303,0,0,0,108.233932,447.234741,0.757993,0.5,0.8,67.245308,70.39,72.69,31.19,31.24,97.96,108,106.3,1.6,222,4.018,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
31,14:13:23,8/23/2023,Zach TIP2023,Zach Peagler,,6,4,0.03719,2.223446,0.036578,0.37793,3.326885,3.31084,4.299685,0.9728,33.796062,33.959846,43.889896,0.441786,PSF-01133_20230823141323,0,0,0,111.173271,426.658264,0.739433,0.5,0.8,94.797897,72.66,72.31,31.26,30.16,97.97,98.5,97.2,1.3,321,4.018,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
32,14:13:37,8/23/2023,Zach TIP2023,Zach Peagler,,7,4,-0.293012,2.106601,-0.340352,-3.953992,3.087206,3.268626,4.183104,1.095898,33.36422,31.51239,42.698669,0.441786,PSF-01133_20230823141337,0,0,0,160.17688,455.616486,0.648439,0.5,0.8,89.319191,67.25,71.2,31.31,29.68,97.97,91.4,90,1.4,344,4.017,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
33,14:13:56,8/23/2023,Zach TIP2023,Zach Peagler,,8,4,-0.052571,2.10539,-0.053917,-0.511123,3.280576,3.303999,4.173955,0.893379,33.725285,33.486202,42.605289,0.441786,PSF-01133_20230823141356,0,0,0,91.778755,389.606232,0.764432,0.5,0.8,43.114189,71.22,71.73,31.37,29.64,97.97,91.3,90,1.4,141,4.016,14:05:57,8/23/2023,-2.01,,,,,,,,,,,,,,,,,
2,11:44:02,8/25/2023,Zach TIP2023,Zach Peagler,,1,1,1.179285,2.729965,0.823536,7.484576,3.316561,3.08729,4.172062,0.855501,31.542868,33.885334,42.625996,0.441786,PSF-01133_20230825114402,0,0,0,100.524185,436.536316,0.769723,0.5,0.8,40.197876,88.79,82.65,27.73,29.64,97.88,136.4,133.9,1.8,131,4.018,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
3,11:44:13,8/25/2023,Zach TIP2023,Zach Peagler,,2,1,0.594789,2.62268,0.484835,6.006493,3.335366,3.13782,4.499416,1.16405,32.058567,34.076859,45.969757,0.441786,PSF-01133_20230825114413,0,0,0,127.31588,451.497314,0.718014,0.5,0.8,36.796547,88.97,83.7,27.79,30.95,97.88,127,125.7,1,128,4.017,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
4,11:44:20,8/25/2023,Zach TIP2023,Zach Peagler,,3,1,0.765177,2.668264,0.594649,6.341568,3.357851,3.15547,4.360567,1.002716,32.236832,34.304386,44.548309,0.441786,PSF-01133_20230825114420,0,0,0,97.254036,391.438721,0.751547,0.5,0.8,38.027779,89.37,83.99,27.83,30.4,97.88,130.9,129.9,0.8,126,4.015,11:43:39,8/25/2023,-2.29,,,,,,,,,,,,,,,,,
